SETTLEMENT DATE,CUSIP,SYMBOL,QUANTITY (FAILS),DESCRIPTION,PRICE
20210601,G54035103,LGAC,77123.0,LAZARD GROWTH ACQUISITION CORP,9.82
20210601,G54035111,LGACW,17386.0,LAZARD GROWTH ACQUISITION CORP,1.00
20210601,G54050102,LAZ,958.0,LAZARD LTD,47.18
20210601,G5462L122,LVRAW,1.0,LEVERE HLDGS CORP WT EXP (CYM),1.00
20210601,G5463R102,LHC,400.0,LEO HLDGS CORP II,9.73
20210601,G5463R128,LHCWS,1215.0,LEO HLDGS CORP II,0.79
20210601,G5480U120,LBTYK,135.0,LIBERTY GLOBAL PLC SHS CL C (U,27.22
20210601,G5494J103,LIN,141.0,LINDE PLC SHS (IRL),300.60
20210601,G5509L101,LIVN,200.0,LIVANOVA PLC SHS (GBR),83.54
20210601,G5698W116,LXFR,1367.0,LUXFER HOLDINGS PLC SHS (GBR) ,22.86
20210601,G56981106,LKCO,605634.0,LUOKUNG TECHNOLOGY CORP SHS,1.49
20210601,G5709C109,MSDA,25.0,MSD ACQUISITION CORP,10.50
20210601,G5753U120,MHPRA,246.0,"MAIDEN HOLDINGS, LTD. PREF SHS",13.95
20210601,G5753U138,MHPRC,709.0,MAIDEN HLDGS LTD. PREFERENCE S,14.00
20210601,G5753U146,MHPRD,425.0,MAIDEN HOLDINGS LTD. PREFERRED,13.47
20210601,G5785G107,MNKKQ,40000.0,MALLINCKRODT PUB LTD CO SHS (I,0.36
20210601,G58442107,MRAC,138.0,MARQUEE RAINE ACQUISITION CORP,9.83
20210601,G5859B109,MLACW,4225.0,MALACCA STRAITS ACQUISITION CO,0.88
20210601,G59290109,MDJH,5000.0,MDJM LTD SHS (CYM),5.55
20210601,G6S41R101,OSMT,637.0,OSMOTICA PHARMACEUTICALS PLC,2.91
20210601,G6055H114,METX,47664.0,METEN EDTECHX ED GROUP LTD,0.96
20210601,G6096M106,APM,73706.0,APTORUM GROUP LTD USD CL A ORD,2.80
20210601,G6180C105,YGMZ,14683.0,MINGZHU LOGISTICS HLDGS LTD US,4.65
20210601,G6181K106,MTC,18459.0,MMTEC INC SHS,1.72
20210601,G6293A111,MOTVWS,942.0,MOTIVE CAP CORP WT EXP 12/31/2,0.88
20210601,G637AM102,MYOV,182.0,MYOVANT SCIENCES LTD COM (BMU),23.43
20210601,G63907102,NTP,17784.0,NAM TAI PPTY INC COM SHS (VGB),27.18
20210601,G6483G100,NEGG,31435.0,NEWEGG COMM INC USD COM SHS (V,10.05
20210601,G6518L108,NLSN,1733.0,NIELSEN HLDGS PLC SHS EUR (GBR,27.21
20210601,G6529L105,NVSA,10829.0,NEW VISTA ACQUISITION CORP CL ,9.67
20210601,G6529L121,NVSAW,10074.0,NEW VISTA ACQUISITION CORP WT ,0.83
20210601,G65305107,NGAC,87.0,NEXTGEN ACQUISITION CORP ORD S,9.89
20210601,G65317128,NGCAW,162.0,NEXTGEN ACQUISITION CORP II WT,1.25
20210601,G65773106,NAT,2993.0,NORDIC AMERICAN TANKERS LTD SH,3.48
20210601,G66139125,NAACW,5823.0,NORTH ATLANTIC ACQUISITION COR,0.88
20210601,G66721104,NCLH,3116.0,NORWEGIAN CRUISE LINE HLDGS LT,31.90
20210601,G6674U108,NVCR,1661.0,NOVOCURE LTD ORD SHS (JEY),204.00
20210601,G6715X111,OACBWS,28.0,OAKTREE ACQUISITION CORP II,1.11
20210601,G6780C125,ORIAU,5620.0,ORION BIOTECH OPPORTUNITIES CO,10.03
20210601,G6856M106,OXBR,500.0,OXBRIDGE RE HOLDINGS LTD ORD S,2.30
20210601,G68603169,PREPRJ,375.0,PARTNERRE LTD FXD RATE NON-CUM,26.58
20210601,G69451105,PAX,11598.0,PATRIA INVTS LTD CL A COM (CYM,16.91
20210601,G6964L107,PSFE,323.0,PAYSAFE LTD SHS (BMU),11.22
20210601,G7S24C103,PACX,259128.0,PIONEER MERGER CORP CLASS A (C,9.88
20210601,G7S24C111,PACXW,102623.0,PIONEER MERGER CORP WT EXP,1.50
20210601,G7008A107,PDACWS,1781.0,PERIDOT ACQUISITION CORP. USD ,1.73
20210601,G7008A115,PDAC,7936.0,PERIDOT ACQUISITION CORP.,10.07
20210601,G7008B105,PDOT,384.0,PERIDOT ACQUISITION CORP. II,9.80
20210601,G7008B113,PDOTU,46.0,PERIDOT ACQ CORP. II USD UNITS,9.98
20210601,G7134L118,PLMIW,135.0,PLUM ACQUISITION CORP I WT EXP,0.83
20210601,G7154B115,PPGHW,20939.0,POEMA GLOBAL HLDGS CORP WT EXP,0.70
20210601,G71707106,PNTM,2751.0,PONTEM CORP ORD SHS CL A,9.69
20210601,G71716107,PHIC,20198.0,POPULATION HEALTH INVT CO INC ,9.81
20210601,G7185A128,PRTG,2406.0,PORTAGE BIOTECH INC,28.10
20210601,G7255E117,PVWS,20545.0,PRIMAVERA CAP ACQUISITION CORP,0.71
20210601,G7273A113,PRSRW,449.0,PROSPECTOR CAP CORP RED WT EXP,0.96
20210601,G7293H114,PUKPR,11.0,PRUDENTIAL PLC PERPETUAL SUB C,27.67
20210601,G7307E107,QLI,2373.0,QILIAN INTL HLDG GROUP LTD USD,4.70
20210601,G7307X113,QELLW,19308.0,QELL ACQUISITION CORP WT EXP 1,1.38
20210601,G73268107,QTNT,347.0,QUOTIENT LIMITED ORDINARY SHAR,4.16
20210601,G7415M124,RCON,1083.0,"RECON TECHNOLOGY, LTD. CLASS A",12.09
20210601,G7417R113,RBACWS,494.0,REDBALL ACQUISITION CORP WT EX,1.02
20210601,G7417R121,RBACU,2092.0,REDBALL ACQUISITION CORP UN 1 ,10.13
20210601,G7484L114,RTPYU,22007.0,REINVENT TECHNOLOGY PARTNERS Y,9.95
20210601,G74847107,RTPZ,34735.0,REINVENT TECHNOLOGY PARTNERS Z,9.99
20210601,G74847115,RTPZWS,4202.0,REINVENT TECHNOLOGY PARTNERS Z,1.47
20210601,G7498P119,RNRPRE,344.0,RENAISSANCERE HOLDGINGS LTD 5.,25.10
20210601,G7552B113,LEAPWS,342.0,RIBBIT LEAP LTD WT EXP,2.32
20210601,G76088106,RMGC,4900.0,RMG ACQUISITION CORP III ORD S,9.78
20210601,G7613T129,RKTAWS,600.0,ROCKET INTERNET GROWTH OPPORTU,1.33
20210601,G7641C114,ROSSWS,1326.0,ROSS ACQUISITION CORP II WT EX,0.63
20210601,G7738W106,SFL,305.0,SFL CORP LTD SH (BMU),8.66
20210601,G7777C102,SROYF,30.0,SAILFISH RTY CORP SHS (VGB),1.12
20210601,G78516302,SCPEU,2846.0,SC HEALTH CORPUNIT 1 CL A & 1/,11.08
20210601,G7864D112,SJ,14019.0,SCIENJOY HLDG CORP USD ORD SHS,8.18
20210601,G79448109,SCVXU,407.0,SCVX CORP. UNIT (CYM),10.39
20210601,G79448208,SCVX,154.0,SCVX CORP COM (CYM),9.89
20210601,G7997R103,STX,851.0,SEAGATE TECH HLDS PLC ORDINARY,95.75
20210601,G8T86C121,SNIIWS,1939.0,SUPERNOVA PARTNERS ACQ. CO II ,0.90
20210601,G8T90F102,STRE,6107.0,SUPERNOVA PARTNERS ACQUISITION,9.75
20210601,G8T90F128,STREWS,2600.0,SUPERNOVA PARTNERS ACQUISITION,1.15
20210601,G80475109,SQZZF,268.0,SERICA ENERGY PLC (UK),1.65
20210601,G8136L106,SSPK,10754.0,SILVER SPIKE ACQUISITION CORP ,16.30
20210601,G8201H113,SPKBW,20235.0,SILVER SPIKE ACQ CORP II CORP ,1.05
20210601,G8201H121,SPKBU,701.0,SILVER SPIKE ACQ CORP II IN 1 ,9.98
20210601,G8210L121,SLAMW,352.0,SLAM CORP WT EXP (CYM),0.94
20210601,G8211A108,EDTK,1569.0,SKILLFUL CRAFTSMAN ED TECH LTD,2.36
20210601,G8232Y101,SGH,33.0,SMART GLOBAL HLDGS INC SHS,47.40
20210601,G82514103,IPOD,24427.0,SOCIAL CAP HEDOSOPHIA HLDGS CO,10.53
20210601,G8252P105,IPOE,9616.0,SOCIAL CAP HEDOSOPHIA HLDGS CO,20.15
20210601,G8252P113,IPOEWS,500.0,SOCIAL CAP HEDOSOPHIA HLDGS CO,7.12
20210601,G8354H118,SRNGW,11600.0,SOARING EAGLE ACQUISITION CORP,2.17
20210601,G8354H126,SRNG,14313.0,SOARING EAGLE ACQUISITION CORP,9.87
20210601,G8372A103,AKIC,1450.0,SPORTS VENTURES ACQUISITION CO,9.70
20210601,G8377A108,SV,39801.0,SPRING VY ACQUISITION CORP CLA,9.94
20210601,G85158106,STNE,600.0,STONECO LTD CL A (CYM),65.97
20210601,G8598Y109,SOAC,4285.0,SUSTAINABLE OPPORTUNITIES ACQU,9.93
20210601,G8598Y117,SOACWS,6026.0,SUSTAINABLE OPPORTUNITIES ACQU,1.29
20210601,G8633T107,SWBKWS,3965.0,SWITCHBACK II CORP,1.21
20210601,G8675V119,TAOP,660.0,"TAPPING INC, BVI ORDINARY SHAR",5.36
20210601,G8675X107,TANH,4683.0,TANTECH HLDGS LTD COM STK (VGB,1.15
20210601,G87084102,PETZ,23904.0,TDH HLDGS INC,2.13
20210601,G87110105,FTI,115566.0,TECHNIPFMC PLC COM (GBR),8.59
20210601,G87264100,TGLS,2506.0,TECNOGLASS INC COM,21.99
20210601,G8807B106,TBPH,13345.0,THERAVANCE BIOPHARMA INC ORD S,17.28
20210601,G8857S108,THBRW,2363.0,THUNDER BRDG ACQUISITION II LT,1.80
20210601,G89479102,TRMD,330.0,TORM PLC SHS CL A,9.38
20210601,G89554102,SNPR,1764.0,TORTOISE ACQUISITION CORP II,10.03
20210601,G89554128,SNPRWS,6419.0,TORTOISE ACQUISITION CORP II,1.84
20210601,G8990D117,TPGYWS,1086.0,TPG PACE BEN FIN CORP WT EXP 1,2.53
20210601,G8990D125,TPGY,19133.0,TPG PACE BEN FIN CORP CL A,12.27
